epoch,step,train/acc_epoch,train/acc_step,train/loss_epoch,train/loss_step,val/acc,val/f1_macro,val/loss
0,9,,0.78125,,0.7391844987869263,,,
0,19,,0.90625,,0.3563604950904846,,,
0,29,,0.90625,,0.3550894856452942,,,
0,39,,0.9375,,0.27390000224113464,,,
0,49,,0.75,,0.45807206630706787,,,
0,59,,0.875,,0.35738885402679443,,,
0,69,,0.90625,,0.34288614988327026,,,
0,79,,0.84375,,0.6306253671646118,,,
0,89,,0.96875,,0.21326185762882233,,,
0,99,,0.96875,,0.18992190062999725,,,
0,109,,1.0,,0.09398740530014038,,,
0,119,,1.0,,0.04528825357556343,,,
0,129,,0.90625,,0.44343462586402893,,,
0,139,,0.875,,0.23757107555866241,,,
0,149,,1.0,,0.03756393864750862,,,
0,159,,1.0,,0.07432161271572113,,,
0,169,,1.0,,0.034331291913986206,,,
0,179,,0.96875,,0.08651597052812576,,,
0,189,,0.96875,,0.08264367282390594,,,
0,199,,0.96875,,0.06720327585935593,,,
0,209,,0.9375,,0.2894033193588257,,,
0,219,,0.9375,,0.15157167613506317,,,
0,229,,0.9375,,0.4912784993648529,,,
0,239,,0.9375,,0.16814029216766357,,,
0,249,,1.0,,0.034831952303647995,,,
0,259,,1.0,,0.02717813476920128,,,
0,269,,0.90625,,0.194612056016922,,,
0,279,,0.8125,,0.610100269317627,,,
0,289,,0.9375,,0.1292872130870819,,,
0,299,,0.96875,,0.14253006875514984,,,
0,309,,0.90625,,0.3285679221153259,,,
0,319,,1.0,,0.0411253459751606,,,
0,329,,0.9375,,0.0829954594373703,,,
0,339,,0.9375,,0.10824604332447052,,,
0,349,,1.0,,0.05114870145916939,,,
0,359,,1.0,,0.037627242505550385,,,
0,369,,1.0,,0.008167251944541931,,,
0,379,,1.0,,0.05919145792722702,,,
0,389,,0.9375,,0.08024077117443085,,,
0,399,,0.96875,,0.05509290099143982,,,
0,409,,0.96875,,0.08314308524131775,,,
0,419,,0.90625,,0.24709086120128632,,,
0,429,,0.96875,,0.09766777604818344,,,
0,439,,1.0,,0.007311603985726833,,,
0,449,,1.0,,0.003997029270976782,,,
0,459,,0.96875,,0.08590444922447205,,,
0,468,,,,,0.9676666855812073,0.9677069187164307,0.11972378194332123
0,468,0.9332000017166138,,0.223987877368927,,,,
1,469,,0.9375,,0.313601553440094,,,
1,479,,1.0,,0.061004042625427246,,,
1,489,,0.96875,,0.14942990243434906,,,
1,499,,1.0,,0.020504456013441086,,,
1,509,,1.0,,0.021548841148614883,,,
1,519,,1.0,,0.011817624792456627,,,
1,529,,0.96875,,0.04148656129837036,,,
1,539,,0.96875,,0.10327431559562683,,,
1,549,,0.875,,0.16777749359607697,,,
1,559,,0.96875,,0.11584355682134628,,,
1,569,,0.96875,,0.06290517002344131,,,
1,579,,1.0,,0.023437082767486572,,,
1,589,,0.96875,,0.12798498570919037,,,
