epoch,step,train/acc_epoch,train/acc_step,train/loss_epoch,train/loss_step,val/acc,val/f1_macro,val/loss
0,9,,0.25,,2.600356101989746,,,
0,19,,0.625,,2.4170353412628174,,,
0,29,,0.59375,,2.2318544387817383,,,
0,39,,0.8125,,1.5781173706054688,,,
0,49,,0.8125,,1.1511799097061157,,,
0,59,,0.90625,,0.4451141059398651,,,
0,69,,0.90625,,0.3301176130771637,,,
0,79,,1.0,,0.06384123861789703,,,
0,89,,0.875,,0.42171919345855713,,,
0,99,,1.0,,0.0574767179787159,,,
0,109,,0.96875,,0.08348821103572845,,,
0,119,,0.9375,,0.1620214730501175,,,
0,129,,0.96875,,0.09133058786392212,,,
0,139,,1.0,,0.044009312987327576,,,
0,149,,1.0,,0.06885547935962677,,,
0,159,,1.0,,0.09583678841590881,,,
0,169,,0.96875,,0.07180477678775787,,,
0,179,,1.0,,0.010041202418506145,,,
0,189,,1.0,,0.035463377833366394,,,
0,199,,0.96875,,0.05470958352088928,,,
0,209,,1.0,,0.04153335094451904,,,
0,219,,0.96875,,0.06597281992435455,,,
0,229,,0.96875,,0.06847549974918365,,,
0,239,,1.0,,0.012038413435220718,,,
0,249,,0.96875,,0.03410758450627327,,,
0,259,,1.0,,0.026131927967071533,,,
0,269,,1.0,,0.0016016466543078423,,,
0,279,,1.0,,0.0020738232415169477,,,
0,289,,1.0,,0.006858426611870527,,,
0,299,,0.96875,,0.03678218647837639,,,
0,309,,1.0,,0.006178798153996468,,,
0,319,,1.0,,0.001468316768296063,,,
0,329,,1.0,,0.014506630599498749,,,
0,339,,0.96875,,0.07964109629392624,,,
0,349,,0.96875,,0.08299428224563599,,,
0,359,,1.0,,0.019095834344625473,,,
0,369,,1.0,,0.005690055899322033,,,
0,379,,1.0,,0.014410605654120445,,,
0,389,,1.0,,0.01752697117626667,,,
0,399,,1.0,,0.02808479405939579,,,
0,409,,1.0,,0.03317105025053024,,,
0,419,,1.0,,0.029258940368890762,,,
0,429,,1.0,,0.0032286508940160275,,,
0,439,,0.96875,,0.12614357471466064,,,
0,449,,1.0,,0.012303203344345093,,,
0,459,,0.96875,,0.10289250314235687,,,
0,468,,,,,0.9959999918937683,0.9960041046142578,0.011740896850824356
0,468,0.9390666484832764,,0.29871901869773865,,,,
1,469,,1.0,,0.002098398981615901,,,
1,479,,1.0,,0.003060371847823262,,,
1,489,,0.96875,,0.02787940576672554,,,
1,499,,1.0,,0.002864801324903965,,,
1,509,,0.96875,,0.25072380900382996,,,
1,519,,1.0,,0.007849480956792831,,,
1,529,,1.0,,0.001762594562023878,,,
1,539,,1.0,,0.028566010296344757,,,
1,549,,1.0,,0.0009461203590035439,,,
1,559,,1.0,,0.002918457379564643,,,
1,569,,1.0,,0.002359159057959914,,,
1,579,,0.96875,,0.054881054908037186,,,
1,589,,1.0,,0.008699476718902588,,,
1,599,,1.0,,0.0030421381816267967,,,
1,609,,1.0,,0.009659990668296814,,,
1,619,,1.0,,0.0030530416406691074,,,
1,629,,1.0,,0.001104003400541842,,,
1,639,,1.0,,0.0007171884062699974,,,
1,649,,1.0,,0.0023578531108796597,,,
1,659,,1.0,,0.03659076243638992,,,
1,669,,1.0,,0.018264684826135635,,,
1,679,,1.0,,0.0013014102587476373,,,
1,689,,1.0,,0.0005158167914487422,,,
1,699,,1.0,,0.0025089613627642393,,,
1,709,,1.0,,0.00863681174814701,,,
1,719,,1.0,,0.00037671372410841286,,,
1,729,,1.0,,0.0007344312034547329,,,
1,739,,1.0,,0.0018187793903052807,,,
1,749,,1.0,,0.0013572564348578453,,,
1,759,,1.0,,0.001969775417819619,,,
1,769,,0.96875,,0.09711860120296478,,,
1,779,,1.0,,0.00010924685921054333,,,
1,789,,1.0,,0.0004474502638913691,,,
1,799,,1.0,,0.0005325136007741094,,,
1,809,,1.0,,0.0005618705763481557,,,
1,819,,1.0,,0.002284934977069497,,,
1,829,,1.0,,0.00502007408067584,,,
1,839,,1.0,,0.00030855374643579125,,,
1,849,,0.96875,,0.04625816270709038,,,
1,859,,1.0,,0.007443114649504423,,,
1,869,,1.0,,0.013021504506468773,,,
1,879,,1.0,,0.006529025733470917,,,
1,889,,1.0,,0.021176939830183983,,,
1,899,,1.0,,0.0003991284465882927,,,
1,909,,1.0,,0.009695211425423622,,,
1,919,,0.96875,,0.08713456988334656,,,
1,929,,1.0,,0.0012891634833067656,,,
1,937,,,,,0.9980000257492065,0.9979999661445618,0.005798983387649059
1,937,0.9962000250816345,,0.013965764082968235,,,,
2,939,,1.0,,0.003523783991113305,,,
2,949,,1.0,,0.0001493558520451188,,,
2,959,,1.0,,0.004635804332792759,,,
2,969,,1.0,,0.0029456019401550293,,,
2,979,,1.0,,0.0001420173211954534,,,
2,989,,1.0,,0.00011849257862195373,,,
2,999,,1.0,,0.0019858551677316427,,,
2,1009,,1.0,,0.0065817562863230705,,,
2,1019,,1.0,,6.712285539833829e-05,,,
